sensor_id,city,zone,pm25,pm10,co2,temperature,humidity,wind_speed,aqi,severity,recorded_at
PKS_KHI_IND_01,Karachi,Industrial,110,138,600,41,27,4,110,UNHEALTHY,2026-07-13 07:45:48.633280
PKS_KHI_TRF_02,Karachi,Traffic,63,106,632,35,25,47,63,MODERATE,2026-07-13 07:45:48.640874
PKS_LHR_RES_01,Lahore,Residential,34,51,452,28,28,57,34,GOOD,2026-07-13 07:45:48.648622
PKS_LHR_IND_02,Lahore,Industrial,115,202,847,35,57,58,115,UNHEALTHY,2026-07-13 07:45:48.667112
PKS_ISB_PRK_01,Islamabad,Park,12,103,426,23,88,3,12,GOOD,2026-07-13 07:45:48.674722
PKS_ISB_TRF_02,Islamabad,Traffic,62,78,541,32,58,34,62,MODERATE,2026-07-13 07:45:48.679804
PKS_PEW_IND_01,Peshawar,Industrial,109,176,666,37,49,27,109,UNHEALTHY,2026-07-13 07:45:48.687058
PKS_PEW_RES_02,Peshawar,Residential,46,61,421,32,22,31,46,GOOD,2026-07-13 07:45:48.693691
PKS_MUL_TRF_01,Multan,Traffic,70,168,576,39,41,29,70,MODERATE,2026-07-13 07:45:48.699477
PKS_MUL_PRK_02,Multan,Park,8,22,403,23,22,17,8,GOOD,2026-07-13 07:45:48.727665
PKS_KHI_IND_01,Karachi,Industrial,83,143,704,33,85,34,83,MODERATE,2026-07-13 07:46:15.202726
PKS_KHI_TRF_02,Karachi,Traffic,58,65,644,30,45,33,58,MODERATE,2026-07-13 07:46:15.203986
PKS_LHR_RES_01,Lahore,Residential,47,95,465,32,41,27,47,GOOD,2026-07-13 07:46:15.205283
PKS_LHR_IND_02,Lahore,Industrial,104,110,778,33,34,35,104,UNHEALTHY,2026-07-13 07:46:15.207206
PKS_ISB_PRK_01,Islamabad,Park,10,40,422,26,83,8,10,GOOD,2026-07-13 07:46:15.209013
PKS_ISB_TRF_02,Islamabad,Traffic,70,99,698,30,43,56,70,MODERATE,2026-07-13 07:46:15.210287
PKS_PEW_IND_01,Peshawar,Industrial,94,119,694,36,73,49,94,MODERATE,2026-07-13 07:46:15.211464
PKS_PEW_RES_02,Peshawar,Residential,38,93,423,38,87,1,38,GOOD,2026-07-13 07:46:15.213300
PKS_MUL_TRF_01,Multan,Traffic,79,176,537,40,38,53,79,MODERATE,2026-07-13 07:46:15.216053
PKS_MUL_PRK_02,Multan,Park,16,59,404,24,35,10,16,GOOD,2026-07-13 07:46:15.219187
PKS_KHI_IND_01,Karachi,Industrial,112,113,801,39,68,24,112,UNHEALTHY,2026-07-13 07:46:15.305764
PKS_KHI_TRF_02,Karachi,Traffic,75,89,648,38,40,20,75,MODERATE,2026-07-13 07:46:15.307801
PKS_LHR_RES_01,Lahore,Residential,42,98,431,26,85,10,42,GOOD,2026-07-13 07:46:15.309701
PKS_LHR_IND_02,Lahore,Industrial,97,155,634,33,68,26,97,MODERATE,2026-07-13 07:46:15.312765
PKS_ISB_PRK_01,Islamabad,Park,17,106,420,26,85,53,17,GOOD,2026-07-13 07:46:15.314674
PKS_ISB_TRF_02,Islamabad,Traffic,75,141,586,38,33,49,75,MODERATE,2026-07-13 07:46:15.323960
PKS_PEW_IND_01,Peshawar,Industrial,92,172,795,34,20,3,92,MODERATE,2026-07-13 07:46:15.328426
PKS_PEW_RES_02,Peshawar,Residential,49,93,431,35,70,45,49,GOOD,2026-07-13 07:46:15.331652
PKS_MUL_TRF_01,Multan,Traffic,59,97,696,35,34,17,59,MODERATE,2026-07-13 07:46:15.337602
PKS_MUL_PRK_02,Multan,Park,14,105,430,31,74,3,14,GOOD,2026-07-13 07:46:15.339481
PKS_KHI_IND_01,Karachi,Industrial,108,185,788,42,74,47,108,UNHEALTHY,2026-07-13 07:46:34.915880
PKS_KHI_TRF_02,Karachi,Traffic,57,89,660,35,39,30,57,MODERATE,2026-07-13 07:46:34.930198
PKS_LHR_RES_01,Lahore,Residential,25,88,439,38,71,43,25,GOOD,2026-07-13 07:46:34.944810
PKS_LHR_IND_02,Lahore,Industrial,89,122,775,39,69,47,89,MODERATE,2026-07-13 07:46:34.953420
PKS_ISB_PRK_01,Islamabad,Park,17,102,408,27,86,21,17,GOOD,2026-07-13 07:46:34.957096
PKS_ISB_TRF_02,Islamabad,Traffic,70,94,684,29,43,14,70,MODERATE,2026-07-13 07:46:34.961738
PKS_PEW_IND_01,Peshawar,Industrial,96,145,847,39,66,24,96,MODERATE,2026-07-13 07:46:34.967917
PKS_PEW_RES_02,Peshawar,Residential,28,87,426,28,48,12,28,GOOD,2026-07-13 07:46:34.972808
PKS_MUL_TRF_01,Multan,Traffic,63,92,614,30,76,45,63,MODERATE,2026-07-13 07:46:34.978007
PKS_MUL_PRK_02,Multan,Park,8,106,415,25,60,0,8,GOOD,2026-07-13 07:46:34.981529
PKS_KHI_IND_01,Karachi,Industrial,113,135,780,37,85,52,113,UNHEALTHY,2026-07-13 07:46:34.986408
PKS_KHI_TRF_02,Karachi,Traffic,65,125,670,32,85,43,65,MODERATE,2026-07-13 07:46:35.063330
PKS_LHR_RES_01,Lahore,Residential,30,84,451,33,55,25,30,GOOD,2026-07-13 07:46:35.143805
PKS_LHR_IND_02,Lahore,Industrial,88,92,630,36,35,19,88,MODERATE,2026-07-13 07:46:35.161863
PKS_ISB_PRK_01,Islamabad,Park,12,17,404,32,40,48,12,GOOD,2026-07-13 07:46:35.165449
PKS_ISB_TRF_02,Islamabad,Traffic,55,71,588,36,23,32,55,MODERATE,2026-07-13 07:46:35.178469
PKS_PEW_IND_01,Peshawar,Industrial,114,195,635,38,48,0,114,UNHEALTHY,2026-07-13 07:46:35.198929
PKS_PEW_RES_02,Peshawar,Residential,35,80,460,30,72,31,35,GOOD,2026-07-13 07:46:35.205012
PKS_MUL_TRF_01,Multan,Traffic,59,68,648,36,49,44,59,MODERATE,2026-07-13 07:46:35.209180
PKS_MUL_PRK_02,Multan,Park,9,107,402,25,58,32,9,GOOD,2026-07-13 07:46:35.212469
PKS_KHI_IND_01,Karachi,Industrial,117,204,652,40,30,1,117,UNHEALTHY,2026-07-13 07:46:58.070733
PKS_KHI_TRF_02,Karachi,Traffic,70,121,660,33,27,42,70,MODERATE,2026-07-13 07:46:58.073513
PKS_LHR_RES_01,Lahore,Residential,32,78,440,35,42,30,32,GOOD,2026-07-13 07:46:58.076999
PKS_LHR_IND_02,Lahore,Industrial,92,164,767,36,51,8,92,MODERATE,2026-07-13 07:46:58.084666
PKS_ISB_PRK_01,Islamabad,Park,14,71,406,27,57,45,14,GOOD,2026-07-13 07:46:58.087663
PKS_ISB_TRF_02,Islamabad,Traffic,75,147,505,35,45,11,75,MODERATE,2026-07-13 07:46:58.090887
PKS_PEW_IND_01,Peshawar,Industrial,87,187,717,32,23,33,87,MODERATE,2026-07-13 07:46:58.093552
PKS_PEW_RES_02,Peshawar,Residential,43,111,430,29,29,41,43,GOOD,2026-07-13 07:46:58.095976
PKS_MUL_TRF_01,Multan,Traffic,68,130,525,30,60,19,68,MODERATE,2026-07-13 07:46:58.100729
PKS_MUL_PRK_02,Multan,Park,16,94,407,29,65,60,16,GOOD,2026-07-13 07:46:58.104320
PKS_KHI_IND_01,Karachi,Industrial,94,159,797,32,78,8,94,MODERATE,2026-07-13 07:46:58.321178
PKS_KHI_TRF_02,Karachi,Traffic,65,85,621,31,75,24,65,MODERATE,2026-07-13 07:46:58.323112
PKS_LHR_RES_01,Lahore,Residential,28,83,458,36,84,18,28,GOOD,2026-07-13 07:46:58.324898
PKS_LHR_IND_02,Lahore,Industrial,97,144,807,35,42,14,97,MODERATE,2026-07-13 07:46:58.327706
PKS_ISB_PRK_01,Islamabad,Park,20,34,406,34,61,40,20,GOOD,2026-07-13 07:46:58.329800
PKS_ISB_TRF_02,Islamabad,Traffic,59,122,628,28,22,53,59,MODERATE,2026-07-13 07:46:58.334028
PKS_PEW_IND_01,Peshawar,Industrial,118,186,890,39,76,53,118,UNHEALTHY,2026-07-13 07:46:58.335832
PKS_PEW_RES_02,Peshawar,Residential,29,120,438,29,34,19,29,GOOD,2026-07-13 07:46:58.338295
PKS_MUL_TRF_01,Multan,Traffic,69,102,639,29,25,31,69,MODERATE,2026-07-13 07:46:58.340357
PKS_MUL_PRK_02,Multan,Park,13,29,423,23,34,47,13,GOOD,2026-07-13 07:46:58.341988
PKS_KHI_IND_01,Karachi,Industrial,85,172,847,37,49,58,85,MODERATE,2026-07-13 07:47:18.438200
PKS_KHI_TRF_02,Karachi,Traffic,75,84,611,35,32,18,75,MODERATE,2026-07-13 07:47:18.439363
PKS_LHR_RES_01,Lahore,Residential,36,129,436,31,61,6,36,GOOD,2026-07-13 07:47:18.440603
PKS_LHR_IND_02,Lahore,Industrial,114,144,803,37,81,31,114,UNHEALTHY,2026-07-13 07:47:18.441744
PKS_ISB_PRK_01,Islamabad,Park,10,40,420,30,53,11,10,GOOD,2026-07-13 07:47:18.443980
PKS_ISB_TRF_02,Islamabad,Traffic,77,85,589,38,63,2,77,MODERATE,2026-07-13 07:47:18.446862
PKS_PEW_IND_01,Peshawar,Industrial,90,157,827,39,28,38,90,MODERATE,2026-07-13 07:47:18.451442
PKS_PEW_RES_02,Peshawar,Residential,39,41,453,33,61,26,39,GOOD,2026-07-13 07:47:18.452786
PKS_MUL_TRF_01,Multan,Traffic,65,113,629,32,62,16,65,MODERATE,2026-07-13 07:47:18.454053
PKS_MUL_PRK_02,Multan,Park,13,87,421,34,48,56,13,GOOD,2026-07-13 07:47:18.457414
PKS_KHI_IND_01,Karachi,Industrial,106,165,762,39,45,2,106,UNHEALTHY,2026-07-13 07:47:18.640215
PKS_KHI_TRF_02,Karachi,Traffic,68,156,608,32,61,47,68,MODERATE,2026-07-13 07:47:18.642174
PKS_LHR_RES_01,Lahore,Residential,33,114,433,32,55,3,33,GOOD,2026-07-13 07:47:18.644161
PKS_LHR_IND_02,Lahore,Industrial,113,140,608,38,86,42,113,UNHEALTHY,2026-07-13 07:47:18.653471
PKS_ISB_PRK_01,Islamabad,Park,12,76,405,33,24,7,12,GOOD,2026-07-13 07:47:18.656562
PKS_ISB_TRF_02,Islamabad,Traffic,79,124,546,32,37,45,79,MODERATE,2026-07-13 07:47:18.660204
PKS_PEW_IND_01,Peshawar,Industrial,98,145,856,41,53,45,98,MODERATE,2026-07-13 07:47:18.662323
PKS_PEW_RES_02,Peshawar,Residential,40,94,425,26,81,23,40,GOOD,2026-07-13 07:47:18.668844
PKS_MUL_TRF_01,Multan,Traffic,64,146,542,34,84,30,64,MODERATE,2026-07-13 07:47:18.671798
PKS_MUL_PRK_02,Multan,Park,13,78,409,29,34,51,13,GOOD,2026-07-13 07:47:18.674621
PKS_KHI_IND_01,Karachi,Industrial,117,202,794,30,66,40,117,UNHEALTHY,2026-07-13 07:47:39.400789
PKS_KHI_TRF_02,Karachi,Traffic,77,118,685,40,61,12,77,MODERATE,2026-07-13 07:47:39.403917
PKS_LHR_RES_01,Lahore,Residential,36,46,428,25,76,52,36,GOOD,2026-07-13 07:47:39.407947
PKS_LHR_IND_02,Lahore,Industrial,120,164,773,32,39,29,120,UNHEALTHY,2026-07-13 07:47:39.412689
PKS_ISB_PRK_01,Islamabad,Park,12,79,415,27,69,22,12,GOOD,2026-07-13 07:47:39.420085
PKS_ISB_TRF_02,Islamabad,Traffic,78,111,607,34,57,42,78,MODERATE,2026-07-13 07:47:39.422348
PKS_PEW_IND_01,Peshawar,Industrial,82,85,893,33,49,20,82,MODERATE,2026-07-13 07:47:39.425993
PKS_PEW_RES_02,Peshawar,Residential,39,67,493,35,53,7,39,GOOD,2026-07-13 07:47:39.428171
PKS_MUL_TRF_01,Multan,Traffic,58,107,601,35,34,2,58,MODERATE,2026-07-13 07:47:39.435582
PKS_MUL_PRK_02,Multan,Park,14,17,400,29,63,46,14,GOOD,2026-07-13 07:47:39.439207
PKS_KHI_IND_01,Karachi,Industrial,99,199,682,37,79,31,99,MODERATE,2026-07-13 07:47:39.503386
PKS_KHI_TRF_02,Karachi,Traffic,74,120,582,33,26,40,74,MODERATE,2026-07-13 07:47:39.520492
PKS_LHR_RES_01,Lahore,Residential,36,44,459,34,40,22,36,GOOD,2026-07-13 07:47:39.528376
PKS_LHR_IND_02,Lahore,Industrial,117,127,836,38,67,19,117,UNHEALTHY,2026-07-13 07:47:39.540006
PKS_ISB_PRK_01,Islamabad,Park,19,112,410,26,76,38,19,GOOD,2026-07-13 07:47:39.553299
PKS_ISB_TRF_02,Islamabad,Traffic,78,161,541,33,62,25,78,MODERATE,2026-07-13 07:47:39.559009
PKS_PEW_IND_01,Peshawar,Industrial,97,157,887,41,26,29,97,MODERATE,2026-07-13 07:47:39.568345
PKS_PEW_RES_02,Peshawar,Residential,39,116,487,27,22,12,39,GOOD,2026-07-13 07:47:39.574763
PKS_MUL_TRF_01,Multan,Traffic,69,154,689,35,69,5,69,MODERATE,2026-07-13 07:47:39.582263
PKS_MUL_PRK_02,Multan,Park,20,39,410,23,79,35,20,GOOD,2026-07-13 07:47:39.588697
PKS_KHI_IND_01,Karachi,Industrial,103,159,602,40,87,21,103,UNHEALTHY,2026-07-13 07:47:59.827372
PKS_KHI_TRF_02,Karachi,Traffic,70,127,544,37,87,16,70,MODERATE,2026-07-13 07:47:59.831004
PKS_LHR_RES_01,Lahore,Residential,28,95,446,32,63,22,28,GOOD,2026-07-13 07:47:59.838122
PKS_LHR_IND_02,Lahore,Industrial,114,124,824,30,84,41,114,UNHEALTHY,2026-07-13 07:47:59.842268
PKS_ISB_PRK_01,Islamabad,Park,19,50,418,25,79,25,19,GOOD,2026-07-13 07:47:59.850014
PKS_ISB_TRF_02,Islamabad,Traffic,75,98,515,31,76,34,75,MODERATE,2026-07-13 07:47:59.854633
PKS_PEW_IND_01,Peshawar,Industrial,92,158,602,35,27,33,92,MODERATE,2026-07-13 07:47:59.858352
PKS_PEW_RES_02,Peshawar,Residential,49,59,455,32,30,50,49,GOOD,2026-07-13 07:47:59.861304
PKS_MUL_TRF_01,Multan,Traffic,57,78,598,38,66,54,57,MODERATE,2026-07-13 07:47:59.866318
PKS_MUL_PRK_02,Multan,Park,15,82,416,33,61,12,15,GOOD,2026-07-13 07:47:59.869559
PKS_KHI_IND_01,Karachi,Industrial,81,89,803,39,27,17,81,MODERATE,2026-07-13 07:48:00.347450
PKS_KHI_TRF_02,Karachi,Traffic,74,101,643,40,70,11,74,MODERATE,2026-07-13 07:48:00.355558
PKS_LHR_RES_01,Lahore,Residential,30,43,459,26,78,54,30,GOOD,2026-07-13 07:48:00.368644
PKS_LHR_IND_02,Lahore,Industrial,109,208,867,41,48,48,109,UNHEALTHY,2026-07-13 07:48:00.375538
PKS_ISB_PRK_01,Islamabad,Park,18,112,428,23,60,41,18,GOOD,2026-07-13 07:48:00.415671
PKS_ISB_TRF_02,Islamabad,Traffic,65,103,520,37,61,18,65,MODERATE,2026-07-13 07:48:00.424172
PKS_PEW_IND_01,Peshawar,Industrial,98,121,610,42,30,52,98,MODERATE,2026-07-13 07:48:00.431769
PKS_PEW_RES_02,Peshawar,Residential,45,61,500,28,71,42,45,GOOD,2026-07-13 07:48:00.440212
PKS_MUL_TRF_01,Multan,Traffic,60,153,638,38,33,40,60,MODERATE,2026-07-13 07:48:00.451340
PKS_MUL_PRK_02,Multan,Park,15,19,402,23,70,53,15,GOOD,2026-07-13 07:48:00.457660
PKS_KHI_IND_01,Karachi,Industrial,109,121,785,35,47,42,109,UNHEALTHY,2026-07-13 07:48:21.266324
PKS_KHI_TRF_02,Karachi,Traffic,70,85,553,32,47,12,70,MODERATE,2026-07-13 07:48:21.267602
PKS_LHR_RES_01,Lahore,Residential,42,92,485,37,47,46,42,GOOD,2026-07-13 07:48:21.268849
PKS_LHR_IND_02,Lahore,Industrial,89,93,632,31,59,21,89,MODERATE,2026-07-13 07:48:21.270384
PKS_ISB_PRK_01,Islamabad,Park,10,25,407,32,56,17,10,GOOD,2026-07-13 07:48:21.272779
PKS_ISB_TRF_02,Islamabad,Traffic,76,79,527,33,51,27,76,MODERATE,2026-07-13 07:48:21.274111
PKS_PEW_IND_01,Peshawar,Industrial,87,166,715,36,70,43,87,MODERATE,2026-07-13 07:48:21.275315
PKS_PEW_RES_02,Peshawar,Residential,48,99,472,31,40,49,48,GOOD,2026-07-13 07:48:21.276841
PKS_MUL_TRF_01,Multan,Traffic,73,99,601,37,70,18,73,MODERATE,2026-07-13 07:48:21.277879
PKS_MUL_PRK_02,Multan,Park,17,27,421,26,23,28,17,GOOD,2026-07-13 07:48:21.280114
PKS_KHI_IND_01,Karachi,Industrial,103,103,809,37,70,39,103,UNHEALTHY,2026-07-13 07:48:21.352432
PKS_KHI_TRF_02,Karachi,Traffic,62,122,638,35,30,49,62,MODERATE,2026-07-13 07:48:21.354757
PKS_LHR_RES_01,Lahore,Residential,27,69,427,31,39,24,27,GOOD,2026-07-13 07:48:21.357528
PKS_LHR_IND_02,Lahore,Industrial,96,142,673,36,54,10,96,MODERATE,2026-07-13 07:48:21.359782
PKS_ISB_PRK_01,Islamabad,Park,10,57,422,29,22,11,10,GOOD,2026-07-13 07:48:21.363912
PKS_ISB_TRF_02,Islamabad,Traffic,78,117,517,28,27,32,78,MODERATE,2026-07-13 07:48:21.366231
PKS_PEW_IND_01,Peshawar,Industrial,107,160,606,35,24,4,107,UNHEALTHY,2026-07-13 07:48:21.369112
PKS_PEW_RES_02,Peshawar,Residential,29,100,487,33,57,21,29,GOOD,2026-07-13 07:48:21.371659
PKS_MUL_TRF_01,Multan,Traffic,57,63,564,36,43,41,57,MODERATE,2026-07-13 07:48:21.374988
PKS_MUL_PRK_02,Multan,Park,9,51,430,28,58,40,9,GOOD,2026-07-13 07:48:21.377578
PKS_KHI_IND_01,Karachi,Industrial,83,182,895,37,46,35,83,MODERATE,2026-07-13 07:48:44.331599
PKS_KHI_TRF_02,Karachi,Traffic,66,78,506,34,73,47,66,MODERATE,2026-07-13 07:48:44.334694
PKS_LHR_RES_01,Lahore,Residential,26,121,447,28,66,52,26,GOOD,2026-07-13 07:48:44.338698
PKS_LHR_IND_02,Lahore,Industrial,102,107,752,35,76,31,102,UNHEALTHY,2026-07-13 07:48:44.340646
PKS_ISB_PRK_01,Islamabad,Park,19,82,428,27,23,23,19,GOOD,2026-07-13 07:48:44.344633
PKS_ISB_TRF_02,Islamabad,Traffic,66,150,593,40,68,35,66,MODERATE,2026-07-13 07:48:44.348471
PKS_PEW_IND_01,Peshawar,Industrial,92,176,850,39,38,18,92,MODERATE,2026-07-13 07:48:44.350482
PKS_PEW_RES_02,Peshawar,Residential,44,101,474,26,22,29,44,GOOD,2026-07-13 07:48:44.354508
PKS_MUL_TRF_01,Multan,Traffic,80,144,542,38,27,44,80,MODERATE,2026-07-13 07:48:44.357650
PKS_MUL_PRK_02,Multan,Park,19,97,409,30,65,3,19,GOOD,2026-07-13 07:48:44.359774
PKS_KHI_IND_01,Karachi,Industrial,118,185,812,35,81,58,118,UNHEALTHY,2026-07-13 07:48:44.480672
PKS_KHI_TRF_02,Karachi,Traffic,74,119,608,33,23,12,74,MODERATE,2026-07-13 07:48:44.487044
PKS_LHR_RES_01,Lahore,Residential,49,102,471,29,27,4,49,GOOD,2026-07-13 07:48:44.494819
PKS_LHR_IND_02,Lahore,Industrial,85,119,660,36,82,56,85,MODERATE,2026-07-13 07:48:44.501267
PKS_ISB_PRK_01,Islamabad,Park,8,54,404,27,36,32,8,GOOD,2026-07-13 07:48:44.507732
PKS_ISB_TRF_02,Islamabad,Traffic,70,123,679,30,43,39,70,MODERATE,2026-07-13 07:48:44.515022
PKS_PEW_IND_01,Peshawar,Industrial,113,142,769,35,21,0,113,UNHEALTHY,2026-07-13 07:48:44.521171
PKS_PEW_RES_02,Peshawar,Residential,41,52,429,25,80,12,41,GOOD,2026-07-13 07:48:44.527638
PKS_MUL_TRF_01,Multan,Traffic,80,90,529,33,44,36,80,MODERATE,2026-07-13 07:48:44.534177
PKS_MUL_PRK_02,Multan,Park,10,102,400,28,82,15,10,GOOD,2026-07-13 07:48:44.540360
PKS_KHI_IND_01,Karachi,Industrial,109,195,673,42,70,25,109,UNHEALTHY,2026-07-13 07:49:05.176206
PKS_KHI_TRF_02,Karachi,Traffic,75,91,603,40,50,59,75,MODERATE,2026-07-13 07:49:05.268246
PKS_KHI_IND_01,Karachi,Industrial,106,158,628,42,51,36,106,UNHEALTHY,2026-07-13 07:49:05.353448
PKS_LHR_RES_01,Lahore,Residential,28,85,435,28,47,46,28,GOOD,2026-07-13 07:49:05.426862
PKS_KHI_TRF_02,Karachi,Traffic,79,81,502,36,21,55,79,MODERATE,2026-07-13 07:49:05.428374
PKS_LHR_IND_02,Lahore,Industrial,111,131,613,39,21,39,111,UNHEALTHY,2026-07-13 07:49:05.433259
PKS_LHR_RES_01,Lahore,Residential,29,56,449,32,88,50,29,GOOD,2026-07-13 07:49:05.434067
PKS_ISB_PRK_01,Islamabad,Park,11,33,421,30,89,8,11,GOOD,2026-07-13 07:49:05.517777
PKS_LHR_IND_02,Lahore,Industrial,85,107,840,36,47,58,85,MODERATE,2026-07-13 07:49:05.591317
PKS_ISB_TRF_02,Islamabad,Traffic,72,76,564,33,86,52,72,MODERATE,2026-07-13 07:49:06.003424
PKS_ISB_PRK_01,Islamabad,Park,19,21,429,23,81,15,19,GOOD,2026-07-13 07:49:06.005583
PKS_PEW_IND_01,Peshawar,Industrial,83,131,680,34,31,35,83,MODERATE,2026-07-13 07:49:06.039970
PKS_ISB_TRF_02,Islamabad,Traffic,71,162,694,28,29,39,71,MODERATE,2026-07-13 07:49:06.044494
PKS_PEW_RES_02,Peshawar,Residential,33,44,461,32,77,59,33,GOOD,2026-07-13 07:49:06.058923
PKS_PEW_IND_01,Peshawar,Industrial,116,151,850,36,41,54,116,UNHEALTHY,2026-07-13 07:49:06.060713
PKS_MUL_TRF_01,Multan,Traffic,72,155,512,35,74,57,72,MODERATE,2026-07-13 07:49:06.068601
PKS_PEW_RES_02,Peshawar,Residential,33,90,471,38,74,21,33,GOOD,2026-07-13 07:49:06.068594
PKS_MUL_TRF_01,Multan,Traffic,65,99,549,34,43,54,65,MODERATE,2026-07-13 07:49:06.073408
PKS_MUL_PRK_02,Multan,Park,18,34,427,26,52,44,18,GOOD,2026-07-13 07:49:06.073392
PKS_MUL_PRK_02,Multan,Park,17,18,425,23,77,38,17,GOOD,2026-07-13 07:49:06.081116
PKS_KHI_IND_01,Karachi,Industrial,115,167,815,42,87,43,115,UNHEALTHY,2026-07-13 07:49:29.411846
PKS_KHI_TRF_02,Karachi,Traffic,55,107,623,31,55,54,55,MODERATE,2026-07-13 07:49:29.420200
PKS_LHR_RES_01,Lahore,Residential,38,58,438,28,25,49,38,GOOD,2026-07-13 07:49:29.431218
PKS_LHR_IND_02,Lahore,Industrial,119,136,862,42,25,57,119,UNHEALTHY,2026-07-13 07:49:29.447887
PKS_ISB_PRK_01,Islamabad,Park,17,103,404,22,68,2,17,GOOD,2026-07-13 07:49:29.449486
PKS_ISB_TRF_02,Islamabad,Traffic,74,136,656,40,37,42,74,MODERATE,2026-07-13 07:49:29.451755
PKS_PEW_IND_01,Peshawar,Industrial,105,159,694,38,40,26,105,UNHEALTHY,2026-07-13 07:49:29.498458
PKS_PEW_RES_02,Peshawar,Residential,28,99,457,31,71,39,28,GOOD,2026-07-13 07:49:29.519128
PKS_MUL_TRF_01,Multan,Traffic,78,90,554,37,35,27,78,MODERATE,2026-07-13 07:49:29.530968
PKS_MUL_PRK_02,Multan,Park,11,108,423,33,47,12,11,GOOD,2026-07-13 07:49:29.534639
PKS_KHI_IND_01,Karachi,Industrial,105,164,677,34,65,4,105,UNHEALTHY,2026-07-13 07:49:29.751137
PKS_KHI_TRF_02,Karachi,Traffic,61,77,528,40,65,29,61,MODERATE,2026-07-13 07:49:29.753548
PKS_LHR_RES_01,Lahore,Residential,30,63,432,28,41,49,30,GOOD,2026-07-13 07:49:29.755376
PKS_LHR_IND_02,Lahore,Industrial,99,187,682,36,21,17,99,MODERATE,2026-07-13 07:49:29.759393
PKS_ISB_PRK_01,Islamabad,Park,17,49,412,35,29,51,17,GOOD,2026-07-13 07:49:29.761848
PKS_ISB_TRF_02,Islamabad,Traffic,79,115,659,34,76,55,79,MODERATE,2026-07-13 07:49:29.764835
PKS_PEW_IND_01,Peshawar,Industrial,106,159,773,35,27,41,106,UNHEALTHY,2026-07-13 07:49:29.767337
PKS_PEW_RES_02,Peshawar,Residential,32,93,420,32,57,20,32,GOOD,2026-07-13 07:49:29.769338
PKS_MUL_TRF_01,Multan,Traffic,67,117,693,29,90,51,67,MODERATE,2026-07-13 07:49:29.771150
PKS_MUL_PRK_02,Multan,Park,9,85,411,25,54,32,9,GOOD,2026-07-13 07:49:29.774648
PKS_KHI_IND_01,Karachi,Industrial,110,148,763,37,71,4,110,UNHEALTHY,2026-07-13 07:49:51.585328
PKS_KHI_TRF_02,Karachi,Traffic,80,87,530,40,20,6,80,MODERATE,2026-07-13 07:49:51.587770
PKS_LHR_RES_01,Lahore,Residential,49,124,452,29,72,19,49,GOOD,2026-07-13 07:49:51.592511
PKS_LHR_IND_02,Lahore,Industrial,94,166,864,38,52,49,94,MODERATE,2026-07-13 07:49:51.595226
PKS_ISB_PRK_01,Islamabad,Park,14,103,415,24,75,27,14,GOOD,2026-07-13 07:49:51.597799
PKS_ISB_TRF_02,Islamabad,Traffic,75,78,539,32,72,55,75,MODERATE,2026-07-13 07:49:51.600301
PKS_PEW_IND_01,Peshawar,Industrial,100,161,855,35,39,56,100,MODERATE,2026-07-13 07:49:51.603059
PKS_PEW_RES_02,Peshawar,Residential,47,54,487,32,65,6,47,GOOD,2026-07-13 07:49:51.611634
PKS_MUL_TRF_01,Multan,Traffic,60,154,659,38,51,9,60,MODERATE,2026-07-13 07:49:51.615681
PKS_MUL_PRK_02,Multan,Park,10,82,404,28,81,12,10,GOOD,2026-07-13 07:49:51.617920
PKS_KHI_IND_01,Karachi,Industrial,92,119,734,40,41,36,92,MODERATE,2026-07-13 07:49:51.967779
PKS_KHI_TRF_02,Karachi,Traffic,69,104,691,31,86,57,69,MODERATE,2026-07-13 07:49:51.976090
PKS_LHR_RES_01,Lahore,Residential,43,131,442,30,85,55,43,GOOD,2026-07-13 07:49:51.978915
PKS_LHR_IND_02,Lahore,Industrial,116,132,795,38,78,44,116,UNHEALTHY,2026-07-13 07:49:51.981562
PKS_ISB_PRK_01,Islamabad,Park,14,101,421,28,57,31,14,GOOD,2026-07-13 07:49:51.986716
PKS_ISB_TRF_02,Islamabad,Traffic,71,104,601,40,23,16,71,MODERATE,2026-07-13 07:49:51.994808
PKS_PEW_IND_01,Peshawar,Industrial,80,124,744,40,72,22,80,MODERATE,2026-07-13 07:49:51.997192
PKS_PEW_RES_02,Peshawar,Residential,40,117,491,27,48,53,40,GOOD,2026-07-13 07:49:52.001339
PKS_MUL_TRF_01,Multan,Traffic,73,125,649,29,77,38,73,MODERATE,2026-07-13 07:49:52.003474
PKS_MUL_PRK_02,Multan,Park,18,26,408,24,53,21,18,GOOD,2026-07-13 07:49:52.011807
PKS_KHI_IND_01,Karachi,Industrial,101,103,626,41,41,50,101,UNHEALTHY,2026-07-13 07:50:11.980680
PKS_KHI_TRF_02,Karachi,Traffic,73,152,661,30,55,36,73,MODERATE,2026-07-13 07:50:11.983472
PKS_LHR_RES_01,Lahore,Residential,37,93,472,33,42,53,37,GOOD,2026-07-13 07:50:11.985371
PKS_LHR_IND_02,Lahore,Industrial,86,113,806,39,36,5,86,MODERATE,2026-07-13 07:50:11.990219
PKS_ISB_PRK_01,Islamabad,Park,19,96,403,35,90,42,19,GOOD,2026-07-13 07:50:11.997854
